trade_id,ticker,created_time,count_fp,yes_price_dollars,no_price_dollars,taker_side
733294a6-402a-4f9e-ece9-c260442a5e1b,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T22:26:48.825796Z,8416.00,0.0100,0.9900,yes
badd4e15-50b1-5ed0-fc24-f8acda80f83f,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T22:22:15.117366Z,120.00,0.0100,0.9900,no
0e6a432f-f78d-7508-3a58-d8f0b342a79b,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T22:21:39.384163Z,7.00,0.0100,0.9900,no
2f0ecc08-3ce1-5040-49e1-a5b246007957,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T22:21:38.158112Z,3.00,0.0100,0.9900,no
9beb290b-1431-47d8-12dd-196fbbd1326b,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T22:21:36.886229Z,11.00,0.0100,0.9900,no
e328eed1-889d-5a58-e07a-19ecbce615b3,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T22:21:33.361727Z,234.00,0.0100,0.9900,no
c45cdfdb-e15b-5a40-f9fd-64907b0871a6,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T22:21:33.361727Z,645.00,0.0100,0.9900,no
6ad1593a-3553-66bc-bd9b-74f84b68acc6,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T22:21:32.142923Z,4.00,0.0100,0.9900,no
e62a77e5-1ffb-74a0-7f4c-0647a62b17c2,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T22:21:30.919739Z,10.00,0.0100,0.9900,no
49622f00-2943-4a40-4722-55b7e473f1fe,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T22:21:29.699677Z,10.00,0.0100,0.9900,no
3cbcc482-35bf-53e0-174b-798af88f45c6,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T22:21:28.473113Z,4.00,0.0100,0.9900,no
e00f6fee-36cb-542c-fc07-9de2311ef44e,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T22:21:27.245491Z,2.00,0.0100,0.9900,no
7cd6913c-dd80-4eee-cf07-7c992281e4f5,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T21:47:09.687032Z,355.00,0.0400,0.9600,yes
33492dcc-4904-413e-ced9-661fe1a83976,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T21:47:09.687032Z,230.00,0.0400,0.9600,yes
0a3aa2e7-53b0-70ca-a045-4d9d3654599d,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T21:15:14.002863Z,20.00,0.0400,0.9600,yes
1439e7ba-d8ac-5860-bbff-8a1ad1a5ac57,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T20:22:08.167685Z,2.00,0.0500,0.9500,yes
9f940b4a-98f4-71b2-5134-511749f17de0,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T19:14:19.480819Z,1.00,0.9100,0.0900,yes
8e34b398-0046-4010-0691-8b9479b2c0d7,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T19:14:13.969818Z,100.00,0.0300,0.9700,yes
10cade6a-74ec-7852-ccbe-ffbc9cb26e3b,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T18:56:40.77281Z,70.00,0.0100,0.9900,no
16ca1ce0-6bc8-6f56-193a-301ca24ee217,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T18:52:33.935279Z,63.00,0.0100,0.9900,no
91451da9-8154-6a36-801b-5dc2d7ea7657,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T18:51:41.546302Z,91.00,0.0100,0.9900,no
f903ea34-f812-5cd0-f1d5-88e9ae284cfb,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T18:48:14.794879Z,1000.00,0.2000,0.8000,yes
69795ed2-43e0-5afe-fd18-82e2ec5b2b3d,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T18:48:14.794879Z,60.00,0.0100,0.9900,yes
5f6c00cf-2b98-5226-eeab-f0ae6af403d8,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T18:48:14.794879Z,131.00,0.9100,0.0900,yes
0b6d2a80-38f1-5f35-cc37-623be8e7e214,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T18:48:14.794879Z,72.00,0.0100,0.9900,yes
13ee42a0-39c2-49ec-b141-a55b37c479bf,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T18:19:09.491817Z,35.00,0.0100,0.9900,no
0e902705-a306-43f4-7934-97180d836f63,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T18:15:14.256934Z,3.00,0.0100,0.9900,no
82c3bf69-f67a-507c-83a2-9aa295b5526f,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T18:14:54.919753Z,12.00,0.0100,0.9900,no
a1113785-e116-6718-c288-66248e9e301b,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T18:14:53.6949Z,3.00,0.0100,0.9900,no
4a640f74-1e52-6ac0-8bc7-f2db70a6d73b,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T18:13:55.980383Z,8.00,0.0100,0.9900,no
176cc8fb-8c82-6f60-1003-4dd017a93d7f,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T18:12:11.373426Z,9.00,0.0100,0.9900,no
a7fef95d-8e22-6adc-8b3f-072481693d97,KXNEXTNFLCOACH-BAL27-ACAM,2026-01-22T18:01:42.434942Z,2.00,0.0100,0.9900,no
